label,text,notes
positive,"Pro: Fun gameplay, combat, storytelling, open world and characters.. Cons: FPS drop below 60 during intense combat. Great game overall, beside Frame drop 9/10",
positive,"Some of the best combat in any gacha game. The fights feel smooth, responsive, and rewarding, with perfect-dodge counters, combo chains, and flashy abilities that make every character fun to play. The world is beautiful, the movement feels great, and exploring the map is genuinely enjoyable. Theres a good amount of content, lots of characters to build, and the game keeps improving with updates.",
positive,"As a Genshin Impact player, I was curious to see how Wuthering Waves would compare and after playing for a little over an hour, I have to say, its impressive. The combat feels faster and more dynamic than Genshins, with smooth dodges and flashy combos. The visuals are beautiful and give off a darker, more futuristic vibe. The story and dialogue can be a bit confusing early on, but the atmosphere pulls you in. Overall, it feels fresh yet familiar a solid start for players who love open-world action RPGs. [h3]Rating: 8.5/10 Stylish, fast-paced, and full of promise definitely worth checking out, even as a Genshin fan.[/h3]",
positive,"I never cried because of a gacha game story, until WuWa 3.1 came out",
positive,"This is definitely one of the better gacha games out currently. I used to be an active Genshin Impact player, but this game caught my eye and I never looked back. The only MAJOR issue I have with this game is the god-awful optimization. For the love of god KURO, PLEASE OPTIMIZE THIS GAME. There is no reason I should be stuttering and having as much frame dropping as I am with my system.",Mix of both good and bad. Really emphasized the one big issue they really disliked.
positive,"Got me intrigued from the moment I first saw Rover's design when the game was still in development. And it did not disappoint me. The world is stunningly immersive. I love the post-apocalyptic vibes. The graphics and character design are gorgeous. The animation is insanely epic and keeps getting better and better. I was in awe of the latest main story quest's cutscenes. I really like the lore, although sometimes I find it difficult to grasp and keep up with the story. What impressed me most is the combat system the dodging, parrying, intro/outro skills, etc. It's so fun and satisfying to play! There are a lot of events, side quests, and mini-games. I've put in a couple of hundred hours and there're still tons of things I haven't discovered/completed. It's also pretty F2P-friendly. I haven't spent a single penny in this (I promised myself to never feed my gambling addiction again after quitting Genshin) but I won 50/50 quite often and have a decent amount of characters. However, I do have a problem with some character designs (*cough* Cantarella and Fleurdelys *cough*) and the jiggle physics that makes boobs look like sentient water balloons Lol. The women to men ratio is also ridiculous like WDYM there're 33 characters in this game and only 8 of them are men...",
positive,"Having completed the main story up until the last area patch I think it's about time we do a lil mini review on the game overall. My biggest take away from this this game is the overall generosity it has when it comes to the gatcha mechanics of the game. I've played a handful of games with gatcha mechanics like Game of Dice, Battle Cats, Summoner War: Sky Arena, Genshin Impact and Honkia: Star Rail, but of all of them this game has shown to me it has the fairest mechanics awarding players more 4/5-stars. Although there can be an arguments that the gacha mechanics in Battle Cats is for show, mainly because almost all the cats you pull are useful in their own, unique ways, I still stand by my last statement. In the amount of hours I have put into the game just casually playing (not having spent a dime just yet), I was able to pull almost all the 5-star basic characters, almost every 4-star character and was able to obtain a few more 5-stars, including one of the current banner characters. Comparing it to Summoners War or Game of Dice is like night and day. In those games you are more likely to continue pulling the same characters/cards with little variety, but still it's much more forgiving than than either Genshin or Honkia:Star Rail if you dont mind spending less than USD 15. The later games require you to put so much more effort, time and money into the games just to obtain a chance *MAYBE* receiving that treasured 5-star, that will eventually be power crept or become useless in comparison to the new pulls. Another plus of this game is the integrated help when it comes to building your characters in the menus. In the main character screen, there is a tool that can help auto-equip the best suited items for a character, putting the highest synergy items first, then substituting if you dont have the best suited ones. There is another menu within the game that also allows you to see what pairs well with who when it comes to weapons, stat-upgrades and such. There is also a various tools online that can help you build characters, which can continue to state relevant for quite a while. Which is a relief since in the Hoyo Franchise you are expected to upkeep on a daily basis since each new patch can cause your current team to be damn-near weak/useless. The simplicity of also being taught how each character works and being rewarded for it with relevant materials for them is a bonus. When it comes to the game play, I find it much more engaging than Hoyo games and Summoner War (if you dont include PvP). In this game, it shows that the studio prides itself in being able to hook players and engage them with enemies, the environment and exploration. While trying to 100% an area can become tedious or repetitive, it continue to do well in evolving mechanics to ensure it does not become too boring and/or overwhelming. This is best displayed when you compare Huanglong and Rinascita. While finding chests became an eyesore in the first area, having access only to the lootmap to give you a general idea of where chest may be hidden, which at times can become frustrating, the new area improved on in by allowing you the ability to search for them with the Sensor ability and marking a radius where they may be located. Although this is a mechanic that has existed prior, it was a welcome addition to also add certain location radiuses for exploration ease. There was also a wide variety of exploration addition in the second area that helped to spice things up and keep them fresh like new puzzles, interactables and much more. There has also been some major improvements when it came to the story telling of the areas, with the first few areas having some lack-luster stories, as the game progressed they were able to find their 'groove' and create both narratively compelling and cohesive storylines. There still is one 5-star who has not been discussed and that is a slight gripe of mine, but hopefully he is brought up in the next upcoming patch or in the new nation of the New Federation. But besides that I find it all compelling and able to hook me for hours to look into the lore, small details and connections to characters, places and history. Also props to the team for making Abby an actual companion who can hold their own. In Genshin Paimon feels more like a plot-protected character, serving little to no main purpose besides being our somewhat-guide through places, while in this game Abby serves as the protagonist's companion and main component of Rover's abilities. Although it is still in its early stages, I have come to appreciate this game, its generosity and fairness, and its 'polish' that is noticiable in each update/patch. A must play game that is well worth your time, and money if you wish to spend, and feels more geared towards casual players with its wide implementations of 'permament' events leaving less players with FOMO. (cough* Genshin *cough)",
positive,"Full Game Review Been playing this game since release, long before it came to steam. My absolute playtime should be at 1200 - 1500 hours plus-minus. I have completed all of exploration, all (available) achievements, all content as a whole as a complete free to play player, so the review will be based on a F2P standpoint. Short Form: Story: 10/10 Gameplay and Progression: 8/10 Combat: 9/10 Content: 8/10 Characters: 8/10 Powercreep: 8/10 Developers: 10/10 F2P Friendliness: 7/10 Total: 8.5/10 - Definitely recommended, even if you never played a game of this genre before. Long Form: The story is one of, if not the best story I've ever seen in any Gacha game. Combine story and gameplay, and you essentially don't have a Gacha game anymore - You have a triple A game with Gacha aspects in it. It's honestly better than many recent anime, movies, video games and other series out there. There's drama, plot twists and... let's call it ""romance"", even though its the stereotypical harem-simulator these games were created as. That's the only negative point I can say about the story. The pacing is great and doesn't take you 6+ hours to complete after every single patch (looking at other games in this genre, you know which ones I mean), and even if they did, at least they're fully voiced and not infested by blackscreens with text every other minute. They feel interactive and immersive, and it almost never goes off-track just to raise your online time to look good for investors. The devs really value your time, which will become appearant in other sectors as well. Not only does the story get better and better with every patch, but so does the overall world building. I can't remember when the last time was that I was completely captivated by a damn side quest that explained some ancient or recent history about a location you don't really care about during the main story of a game, or the last time a note ""from the past"" made me upset/teary after reading it. I could go on and on about the story of this game, but a review shouldn't spoil a single part of it in my eyes. See for yourself. It's ridiculous if you compare it to other games in this genre, and it does more than just hold up if you compare it to AAA titles or even other media. This game features some of the most user friendly features I have ever seen in any game in over 20 years worth of gaming. Actual fun and fast traversal, including flying across the map, or driving customizable vehicles in the latest installment of the game. Hundreds of shortcuts for frequently used features so you don't need to search them within the UI every time you need them, and if there is no shortcut yet, you can be sure they'll add one soon. Very smooth, streamlined and fast exploration. Interactive maps like other games require? Not needed, the game essentially has it built in for most of the original map, and for basically the entirety of any map that came after 1.X. Exploration doesn't drain you out as fast as it does in other games, especially since you automatically pair it with resource and ""gear"" farming while you're at it, which means it's even more rewarding than it first appears to be. It's fast paced, fluid, and never feels out of place. For my taste, it could be a tiny bit faster even, but given that it's ment to be a Gacha game, this is already plenty. The world is post-apocalyptic and just feels believable. It's absolutely immersive and the story keeps tying perfectly into it, which is something I didn't expect when I first picked it up. Now, why did I have to deduct 2 points? It's the initial progression system. Once you're leveled up and able to reach max level gear easily, everything is fine. You gain resources quickly, you can build characters from zero to 100 within a day or two if you really want to invest a lot into them, and so on. However, BEFORE you reach that point, things go awfully slow. You have your story and side quest progression, your usual energy consumption which you shouldn't boost to save your energy reserves until you can effectively build characters, and exploration. Do all of them, and you still won't reach the point at which you can freely invest into whatever you want to invest into. It will take you weeks of active playing, if not 2 months or so. Maybe even longer unless you have a ton of time on your plate. Until then, not only is building characters tedious - It's straight up impossible sometimes, especially if you're preparing more than 1 team, which we'll get into when we get to content. Everything you need - Money, exp materials, talent materials etc - feels extremely scarces before you already have at least 2 fully built teams at your disposal, which you wont have until you reach said checkpoint. The big star of this game. Fast paced, real time combat that relies on personal skill rather than on the characters you own for the most part. Dodging, parying, counter attacks, tune break, hot swaps - The game took the best features of other games of its genre and made them work together. The teams are locked to 3 characters per team, which honestly makes it alot more dynamic that the ""industry standard"" at 4. Less characters per team means more freedom in building multiple teams, less resources per team needed, and more time efficiency overall. It also helps a ton whenever you have to learn a new rotation for a specific team. I remember that, at the start, some people compared it to souls games. Honestly, that's far from the truth, but it IS definitely one of the harder combat oriented Gacha games out there. This is where it shows one of the main differences to Genshin. WuWa was made for more skill oriented, hardcore players, whereas Genshin focuses on casual players. BUT: Here's the fun part about WuWa. You DON'T have to follow a ""meta"" in order to beat the game. You can essentially play any character you want to play, as long as their names aren't Yuanwu or Lingyang. You don't even have to learn standard rotations if you don't want to. WuWa allows you absolute freedom, as long as you take your time to understand its mechanics. 4-Star characters from 1.X can STILL clear content, even the MC is very damn valuable either as a DPS, Sub-DPS or Support depending on the role you want to play them as. More on that in the content section. Either way, for the more casual players, there's the previously mentioned standard rotations. You know, support, into sub-dps, into main dps. Easy, simple, efficient, and more than sufficient. For the people who want to swim away from their keyboards after sweating too much, there's a more skill based rotation form called ""quickswap"", which essentially allows you to have all 3 characters on the field at the same time in some situations, and requires perfect timing and understanding of the mechanics to pull off efficiently. WuWa keeps adding new events, many of which of permanent nature, that feature gameplay systems from other popular franchises. We, for example, have Tower Defense in WuWa. We have these weird zombie hoard mobile games you always get ads of. We have a card game that actually doesn't suck, and they let us abuse overpowered BS in it instead of patching it out after we find it. We have fishing that actually is not boring, or at least not as boring as it can be as shown in other titles. We have a rogue-like mode. Enough said. Endgame? I, as a F2P, clear them all with full rewards. The latest one... Missing the 2 ""whale"" rewards, but i get full Asterites nonetheless. You can get any characters you want as F2P, as long as you don't decide you want every single damn character there is. You need dedication and time, but you CAN pull this off. I own every premium character except for 4, which I don't even want. Powercreep? Only in numbers, not in potential. Conclusion: Give it a try. You won't be disappointed by possibly the best game in its Genre. PS: Only 5 minutes here since I play on launcher, not Steam.",
positive,"Wuthering Waves honestly cared more about me on my birthday than some of my close friends. Honestly, it moved something inside of me. That a game cares more about the most important day of your life than some of your IRL friends. It got advertised to me as a Souls-like an I agree, it can be sometimes pretty challenging to master some gameplay mechanics. (Right, Lynae?) Tha graphics are phenomenal and it rarely gets boring. Sadly, I picked up WuWa after already being exhausted of the Genshin grind, so I gave up quickly at first. But now I got over Genshin and going to play WuWa instead, because its a better game.",
positive,"Combat is complex but not very difficult, story keeps getting better, the world is beautifull and there is already a lot of content. I have not paid anything and I can fully enjoy all aspects of the game.",
positive,This game is so goated. I thought it was a gooner game when my hb tried to put me on but playing it myself now ts is peak.,
positive,"This is the game that did things so well, it broke GIs content fast, forcing them to finally feed players new updates. That alone speaks volumes. Where it truly shines is in its combat. The parry system is superb, rewarding precision and timing. The switch mechanics flow like a dance, turning every encounter into something vibrant and dynamic. The visuals dont fall behind either. The beautiful landscapes paint a world both vast and intimate; one worth exploring. The character design is incredible, many characters are well polished, unique, and instantly iconic.",
positive,Basically the best and only gacha game I am still playing because of how good the story is.,
positive,"Started this gacha after hearing everyone and their mother clamouring about the latest 3.1 patch story. After powering through 2+ years of content within few weeks, and yup, it is that good. One of the best gacha story patch ever, at least compared to other gacha games I've played before. Told myself I'll never get into another new gacha game soon. But oh well, looks like I have another gacha rabbit hole to fall deep into",
positive,"I started with Genshin and played for years, but the burnout hit HARD after the game didn't change for so long. I looked for something new and waited for Wuthering Waves release. It was SO WORTH IT! It was (and still is) the breath of fresh air I needed. Sure, the release was a bit bumpy, I guess, but the developers worked hard to fix everything. The game looks awesome, you even have some setting to make it even prettier too. I feel like my time is appreciated in wuwa. No more losing a 50/50 on a weapon banner since it's guaranteed, leveling characters is quicker, exploring the map is much easier with a proper lootmapper, and its also so much more fun! Fighting looks amazing, dodging is rewarding, and you can skip quests if they bore you (but trust me, the quests are actually pretty well made, especially main quest of course), events are fun and more rewarding, characters are really pretty and have lots of cool animations. Basically, the game hit the sweet spot for me. I 100% recommend it. I NEED MORE 5-STAR MALES THO PLS!",
positive,---{ Graphics }--- You forget what reality is Beautiful Good Decent Bad Dont look too long at it MS-DOS ---{ Gameplay }--- Very good Good It's just gameplay Mehh Watch paint dry instead Just don't ---{ Audio }--- Eargasm Very good Good Not too bad Bad I'm now deaf ---{ Audience }--- Kids Teens Adults Grandma ---{ PC Requirements }--- Check if you can run paint Potato Decent Fast Rich boi Ask NASA if they have a spare computer ---{ Game Size }--- Floppy Disk Old Fashioned Workable Big Will eat 10% of your 1TB hard drive You will want an entire hard drive to hold it You will need to invest in a black hole to hold all the data ---{ Difficulty }--- Just press 'W' Easy Easy to learn / Hard to master Significant brain usage Difficult Dark Souls ---{ Grind }--- Nothing to grind Only if u care about leaderboards/ranks Isn't necessary to progress Average grind level Too much grind You'll need a second life for grinding ---{ Story }--- No Story Some lore Average Good Lovely It'll replace your life ---{ Game Time }--- Long enough for a cup of coffee Short Average Long To infinity and beyond ---{ Price }--- It's free! Worth the price If it's on sale If u have some spare money left Not recommended You could also just burn your money ---{ Bugs }--- Never heard of Minor bugs Can get annoying ARK: Survival Evolved The game itself is a big terrarium for bugs ---{ ? / 10 }--- 1 2 3 4 5 6 7 8 9 10,Duplicate again?
positive,"One of the best gacha title out there, Played since day one and did not regret it. And now it's on Steam! Graphics: Easily stunning. with a respectable level of detail, especially in the new map. Combat: while not entirely gamebreaking, It feels quite nice. Fast paced Hack n Slash with a mix of parry, dodging, and Intro combos when switching characters makes a bit of strategic gameplay that affects the overall effectiveness of your team. World exploration: Puzzles, Challenges, Side-quests. There's many of them but it's still casual friendly and you get to see the nice view of the environment around while doing so, definitely worth the time. Story: *the first few acts (ch.I,,I-VI) might be a bit rough and confusing to some (feel free to use the SKIP button that is provided wisely there), but from there and forward, it got quite the improvement, especially in the storytelling perspective. (while it is truly optional, you might don't want to skip from there) Overall rating: 8.5/10 Stunning visuals, Great combat gameplay, Beautiful world and exploration, Quite the enjoyable story*, and with the nice devs that'll continue to improve the game even more in the future. PS: this is one of my first review in this platform. so pardon me for any of the mistakes, if any:)",
positive,"The combat is top-notch, I did enjoy it a lot, the lore is fairly decent as well, it's just that my main issue lies in its episodic storytelling and its story. Each arc falls into their own isolated island, which was extremely disjointed and ...fragmented? I just felt like the character from each arc was just there for advertisement. I know theres some avengers assemble moment at the end of 2.0 thats meant to show the characters are connected, but because they barely interact with each other beforehand, I couldnt feel any real hype from it. Like, I was hoping for more character interaction or the Fractsidus to be more relevant as a serious, overarching threat to move the main plot forward. I don't know after 2.0 I just started to like the plot and story less and less. Still, its one of the most fun gacha games out there for me.",
positive,I'm not even playing it for the gacha aspect anymore. The story and gameplay is so good it feels like I'm playing a AAA game with monthly updates just like waiting for my favorite manga monthly chapter. I still grind astrites but I'm not losing my mind if I didn't won the 50/50 banner. Wuthering Waves redefining what a gacha game is all about.,
positive,"This is quite a first to me that I do review a gacha game or rather in general, playing one for long enough to actually judge it's quality. After my DNA (Duet Night Abyss) review earlier. I was curious enough to look at how other but similar games do and therefore decided to check out Wuthering Waves to learn more about such games in order to set up expectations but also be more familiar with the genre in case I end up reviewing more games with the same direction in the future. Before the review starts, Please note that I wouldn't be mentioning monetization or the gacha system itself as I want to review WuWa as a game itself. Wuthering Waves (WuWa) is a game that was released for the first time in May 2024. since it's launch, WuWa went through a large amount of updates and overhauls. from the questionable 1.0 release to pretty much competing with the titans in it's genre and winning awards. The story of the game does start slowly with relatively low stakes as most eastern RPG games as the focus is on world-building and getting the player to know the core basics of the game. If I had to compare it to a different then a large part of the 1.x story is very akin to FFXIV: A Realm Reborn. Once you do reach 1.3 then WuWa has established it's story and the stakes do raise up to be on par with Endwalker which also remains consistent with proper balancing between different parts of the story being told. My personal favorite was basically the story during the 1.3-2.7 patches as WuWa has managed to let me experience Endwalker once again but through a different way and also gameplay. Combat? My expectations were at first were low as most gacha games are targeting mobile devices as their main audience. However, I was pleasantly surprised to see that it wasn't the case. The combat does look simple but it also has depth as it includes parry, dodging, echo skills and also character switching which can be used for timing ultimate abilities. that alone shows that you can create a good experience for both types of players Graphics and optimization? WuWa looks great visually and is using a custom build of the Unreal Engine 4 engine. the game went for an anime style just like others within the same genre it is coming from but the lighting is amazing, color palette is great and all zones do looks alive. Keep in mind that the game also does feature Ray Tracing so I played with that setting enabled at all times which did make a difference in the visual aspect for the better. However.. optimization isn't Kuro's strongest suit as the game in some areas is very heavily single core bound that the FPS can drop below 60 in some cases. This is especially bad in the current 3.x zones. while the game is demanding, I have experienced Cyberpunk with Path Tracing looking and running far more consistent. I personally didn't have crashes with the game like a lot of others reporting but I can see from where they are coming. as WuWa does a major issue with memory management... I had sessions of playing the game for around 6 hours and the process of the game was consuming around 20GB of RAM. This in fact proves to be a major problem for those on 32GB RAM and below and expecting everyone to have 64 or more is unreasonable. The soundtrack is another strong area of the game and I feel that alone does add a lot of value to the game. be it through background music for areas or also entire songs to present different characters. There is no limitation to a specific genre too https://www.youtube.com/watch?v=xFXDxA-Pe3c https://www.youtube.com/watch?v=q7i99IN7wMQ https://www.youtube.com/watch?v=b3AG_ZZlhLg and I can keep on going but I wanted to use those as an example as they were my favorites. Has Kuro took over Riot's music department? :D But to end the review, WuWa is personally one of my favorite games so far and has provided a great experience that will rival most AAA games and beat them too. 9.5/10",
positive,"edit: so I don't know what they feed their workers, but they do not release a single boring character. I wish I could pull for EVERY SINGLE ONE. they are all so well designed, good combat, and always something new. I genuinely don't know how they do that. and the CUTSCENES... it's a pure blessing. my addiction with Genshin Impact is repeating with this game tbh in a lot of ways, I prefer WuWa over Genshin nowadays despite it being so similar to mentioned game, WuWa still managed to stay unique to me, the characters, the story, the combat, A LOT of things and I wanna give it credit for that. ESPECIALLY for the skip button like god bless u guys however man these skin prices are way too high like wdym you want 3280 Lunite for that Jinshi skin? basically I have to buy the pack for 59,99. Yeah you get the double bonus on the first purchase so technically you can buy the one for 34,99 and get 3960 Lunite but bbygirl that's still way too much for a skin that maybe took you 25mins to design I'm playing since release of the game and you gotta admit that kurogames was very generous with the rewards and free stuff, something Genshin could not follow up with, and you still get a lot of free stuff from time to time so I salute u guys for that anyway my addicted ahh got obsessed again and spends too much money and the story quests are so funny sometimes like in one of them you were able to answer with ""But I'm a strong independent woman"" which I love like hell yeah if you get into this game beware that this game does know how to set your wallet on fire",
positive,"Wuthering Waves... man this game didnt just become a favorite it took over that throne forcefully. And it keeps on shining! Wuwa is my first anime-style game and now Im ruined because HOW is anything supposed to top this? Impossible! From the very first moments the story is just wow. The kind that pulls you in without asking permission. Between the intensity of dark tales with sheeps, the gladiators, the mystery of the Black Shores, and even the random fun little events (yes, Im talking about those card games I got way too invested in), everything feels crafted with so much care! You just feel the love in the details. It shines through in the world, the mechanics, the characters and the conversations all of it. And somehow, even after 221 hours (yes, I checked, and no, Im not done), I still feel like Ive barely scratched the surface. The latest area Laha Roi feels like a sweet sci-fi fantasy merged with Avatar The little Soliskin creatures? I cannot. Every time I find one, I feel like Ive been dropped into Avatar and my only purpose in life is to gently shepherd them to safety. Its equal parts magical and slightly unhinged to think about, and I love every insane second of it. I blame the devs for getting emotionally attached to every single creature. Also the story doesnt just look pretty it actually means something. Lines like: A heart isn't shaped by what it's born with or what it's been given... or They belong to no Gods but their own... -> Like EXCUSE ME? CHILLS. Theres this constant theme of light and shadow, hope and struggle, and somehow it all just sticks with you with the characters. If I had one or two complaints, its that some older characters have basically vanished from banners. There are favorites I missed and havent seen in forever, and it hurts a little. But Im holding onto hope that the anniversary banners bring them back. Also the game optimization, many still struggle with that. At the end of the day, Wuthering Waves isnt just a game I play I live here now, rent free, no plans of leaving. :D So if you want to invest your emotion somewhere, believe me, this is the place. Just be aware that you might get emotionally attached to everything and blame the devs for crying over a robot that comes out of nowhere from a minor side quest with a bucket list. Yeah I will remember you Robbie btw. <3",
positive,"If you ignore the gacha aspects , its actually a really good game almost comparable to some AAA games right now. Yes it has optimization problems but it runs well where it matters. If you are thinking of playing the game for its story I suggest to just go through the slow start as it gets better and better the more you get into the story. Overall I really like it specially the combat system.",
positive,"37 hours in my thoughts After 37 hours of gameplay, I actually havent progressed that far in the story. And the reason is simple: the game really hooked me with its narrative. I didnt expect a gacha game to have a story that would genuinely keep me interested. The story isnt extremely complicated, but it has enough twists to make you pay attention and want to keep playing. I dont log in just to pull new characters or grind upgrades I keep playing because Im genuinely curious about what happens next. One of the biggest positives for me is the visual style. It feels much more serious compared to Genshin Impact. Yes, its still anime-styled, but it has a darker and more mature tone. Another thing I really enjoyed is the cutscenes. The direction and presentation are very well done, and theyre actually enjoyable to watch instead of feeling like something you want to skip. Overall, the game world feels interesting, immersive, and engaging. Ratings Graphics: 9/10 Story: 9/10 Gameplay: 8/10 Sound: 8/10 Total: 8.5 / 10",
positive,I started playing Genshin Impact in 2020 and have spent around 500 hours in ititll always be a lovely memory. But the direction its heading in isnt where I belong anymore. This brings back some of the nostalgia I had with itonly better in every possible way. The only thing I still prefer in Genshin is the story and atmosphere.,Model might mistake the review of Genshin as a review for Wuthering Waves rather than the user comparing the two
positive,"After playing Genshin for years and Honkai for a while from Hoyo I can say Wuthering Waves is a damn good competitor to them and in most places... better! They share the same world type with open ended exploration with chests littered around and puzzles to solve which i like but what sets it apart from Genshin is the movement. Movement is basically wall running and gliding around at full speed and out of combat you use no stamina which is a god send COmbat is where the game truly shines. Its significantly faster and far more skill driven than Genshin. Parrying, precise dodging, aerial combos, and quick character swaps create flashy, high impact fights that actually reward timing and awareness. Its not just button mashing it feels dynamic and satisfying The story so far is solid (with 3.1 being a unforgettable story quest). It leans into anime tropes with friendship, hope, emotional character arcs. So if thats not your thing, it might not land. But the character quests in particular are standout moments with some genuinely heartfelt scenes And yes, its a gacha. But its a generous one. THe game dosent push for you buy anything and is quite a nice experience for a F2P person compared to other Gacha games",
positive,"One of the rare gacha games that actually respects every player, F2P or not. TL;DR : Overall, the game is solid and if you enjoy high-action anime games with attractive characters and strong action, go for it. If you don't enjoy the gacha/grind aspect of the game, don't waste your time. 8.5/10 The game has a decent story, with amazing characters that makes you want to pull on every single banner just because the character is pretty or badass. Combat is where it shines the best, prioritizing combos and synergy to take on tougher challenges. The game offers a fun feature similar to pokemons, where you can use bosses/ennemies you find in the game as a 'special attack' to grant bonuses to your characters. Sure, it's fairly limited, and no you're not literally summoning the boss but rather a part of it (Mostly its weapons, or a specific moves it does) but it remains a neat feature that actually feel useful. The devs actually listen to players, quickly adding QoL features such as changing the gender of your character whenever you feel like it, which might sound obvious but big names like Genshin/Honkai/ZZZ, games that are older than WUWA but still lack in those tiny features. And for those interested in what 'tiny obvious features' WUWA has and that Genshin doesn't, here's a short list: - Sprinting costs no stamina outside of combat - Climbing walls/cliffs is much more faster - Traversal is easier, especially with the wings unlock. - No weekly rotation for materials As for the designs of the world and the characters, expect a much darker and serious tone than Genshin, where Genshin shines on its vivid and bright colors whilst WUWA is much more 'gray and rainy'. Like any other high budget gacha games, the game is a goonfest. 90% of new characters are attractive females, with little to no males. The entire joke around 'Wuthering Waves being Gathering Wives' is completely real. But at least all of the clearly fan-service characters are visibly adult and mature, unlike Genshin where a lot of its characters have a childish look to it, making fan service weird. Sure, the game is very good, but it also has some downsides. The main downsides that lots of players will probably agree on is the entire 'Energy-based' farming. Like other gacha games, WUWA follows the system of having limited energy to farm for ressources, items, world drops, forcing you to regularly log in and play if you want to stay on a fair level of components should a good character release. Also, making you wait a whole week for the next weekly reset to keep farming bosses is also rather annoying, but I suppose that it's to keep players committed.",
positive,"Wuthering Waves is a gacha game, but that doesnt automatically mean you need to throw money at it to enjoy yourself. Of course, you can spend if you want to, but its not required to progress or have fun. Personally, I only spent a couple of euros on a pass, and after 50 hours, I feel perfectly satisfied with the value Ive gotten. The game offers a decent story and a ton of content depending on what kind of player you are: Want to quest and dive into the storylines of different characters? You can. Prefer to chill, gather collectibles, and push each map to 100%? Absolutely. Into min-maxing and clearing trials as efficiently as possible? Thats there too. On top of that, the game also supports co-op mode so you can share the experience with friends, or you can play solo at your own pace. The most important thing is: dont rush. Take your time, enjoy the world, and explore everything the game has to offerbecause theres a lot here.",
positive,Nice game but I want it to be more optimized in the performance side of things other than that great game,
positive,"ts is so peak icant, they keep outdoing themselves each update with the story. 3.1 ending reminded me of darling in the franxx if you know, you know im genuinely happy i came across this game that is such a gem and that it is and will be my first and last gacha game.",
positive,"Wuthering Waves is a really good game. The combat feels fast, smooth, and satisfying, and moving around the world just feels great. Switching characters, dodging, and chaining abilities never gets old. The experience overall is really, really good. Exploring never feels boring, theres always something pulling you to keep playing, and the gameplay carries the whole game hard. The cinematics are honestly amazing. Theyre super well done, look great, and make the big moments hit way harder. You can tell a lot of effort went into them. The events are also really good. Theyre fun, well designed, and actually worth doing, which makes coming back to the game feel rewarding. Performance has been good for me overall, and the game feels pretty polished. Nothing game-breaking, and it runs well enough to enjoy everything without issues. Overall, its a fun, high-quality game with great combat, incredible cinematics, and a lot to offer. Easy to recommend.",
positive,"Now I will start this with beautiful words which is play Wuthering Waves because the story is peak, cinematic is insane, combat is just adrenaline pushing and graphics is immaculate and spoiler alert this game is player friendly and F2P friendly Now the concerns I have regarding this game: I have no hate against this game but one thing annoys me the most is that these devs are more focused on one platform rather than every other platform. Now stay with me, what I'm tryna say is that WUWA is decently optimized for PC but not so decently on consoles like PS5, now I don't know about XBOX yet but I can assume it will be either same as PS5 or PC meaning decently optimized or mixed optimized or filled with random bugs like we faced on PS5 way earlier (it wasn't noticeable tho) But here comes the big market the main profit generator platform or say Mobile Game market (I know now that you all entitled PC gamers are cringing right now but hear me out on this one) I have played plenty of UNREAL ENGINE games running way smoothly with less heating and with stable framerate on mobile for example: Racing Master, CarX Street, Life is strange and many more. Now, by playing those games seeing that they are built on UNREAL ENGINE and running on mobile is really surprising but when I see WUWA I see Cyberpunk in its initial launch day like how that game was on brink of shutdown but they did hard work and now look at it, that game is photorealistic with less bugs whatsoever and more fun and enjoyable to play. Now all I'm saying is that these devs should focus on all platforms but prioritize Mobile platform (Android/IOS) because on PC and Consoles there is way too leverage but on mobile it's not that much (you'll compromise on graphics fidelity, size and what not) but seeing how big the mobile market is you developers should be taking this market seriously. Now some people will say just get a better mobile and stop complaining but what if you're on better mobile possible and the game is still unstable this is the reason why certain over engineered gachas disappear from certain platforms. Now lets take example of different genre, Call of Duty, now tell me how many of your buddies in your friend circle talks about Call of Duty in today's time? No one... Everyone is loving Battlefield why? Because it's well optimized better account security and strict Anti-cheat and what not. So that being said don't bite the hands which feeds you (Mobile market 80% revenue generator) Wuthering Waves is a mobile game and it should run buttery smooth on mobile (GENUINELY) I hope they will fix this game next update or maybe in future. And please add 2FA security for our account. Thanks for reading Just a cute reminder why I reviewed like this is because other platform don't have the same level of respect as Steam has and developers takes Steam review seriously.",
positive,"The best gacha game I've ever played, but now I'm so tired of gacha games. It will always be a memory. Thank you kuro game, see you in another game 9/10",
positive,"SeriouslyWuthering Waves is amazing. The visuals are absolutely beautiful, the combat is buttery smooth, and the story? Im completely drawn in. Every part of the gameplay just feels good. Dodging, jumping, slashingits all so responsive and satisfying. The movement system especially is super fluid; half the time I feel like Im gliding across the map. And the soundtrack? Its genuinely emotional and atmospheric in the best way. The characters are a whole other thingevery single one feels thoughtfully designed and full of personality. I keep switching mains because I just want to play everyone. And the world itself? It feels alive. The vibe, the lore, the attention to detailits all so well done. If you havent tried it yet, this is your sign. Its easily one of the best free action RPG games Ive played recently.",
positive,IT's a nice game to kill some hours and I can say its story is one of the best have ever seen. I only hate that I lose almost every 50/50 cursed be my luck!,
